Task,Surplus,Budget,Min. cost,Max. cost,Vm,Cost,Update
ID00350,0.27985668,0.28050917,6.5249996E-4,0.0015525,206,6.5249996E-4,0.0
ID00313,0.27985668,0.28049147,6.3477777E-4,0.0015077777,205,6.3477777E-4,0.0
ID00183,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,213,2.8999999E-5,0.0
ID00424,0.27985668,0.28068158,8.248889E-4,0.0019677777,207,8.248889E-4,0.0
ID00254,0.27985668,0.2804818,6.251111E-4,0.0014886111,209,6.251111E-4,0.0
ID00088,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,214,2.8999999E-5,0.0
ID00429,0.27985668,0.28067836,8.216667E-4,0.001955,210,8.216667E-4,0.0
ID00249,0.27985668,0.2804818,6.251111E-4,0.0014886111,208,6.251111E-4,0.0
ID00168,0.27985668,0.2798873,3.061111E-5,7.666666E-5,215,3.061111E-5,0.0
ID00068,0.27985668,0.2798873,3.061111E-5,7.666666E-5,216,3.061111E-5,0.0
ID00147,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,217,2.8999999E-5,0.0
ID00138,0.27985668,0.2798873,3.061111E-5,7.666666E-5,218,3.061111E-5,0.0
ID00134,0.27985668,0.2798873,3.061111E-5,7.666666E-5,219,3.061111E-5,0.0
ID00417,0.27985668,0.2804947,6.3799997E-4,0.0015205556,211,6.3799997E-4,0.0
ID00167,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,220,2.8999999E-5,0.0
ID00101,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,221,2.8999999E-5,0.0
ID00074,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,222,2.8999999E-5,0.0
ID00042,0.27985668,0.2798873,3.061111E-5,7.666666E-5,223,3.061111E-5,0.0
ID00175,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,224,3.061111E-5,0.0
ID00378,0.27985668,0.28063807,7.813889E-4,0.0018591667,212,7.813889E-4,0.0
ID00412,0.27985668,0.28047696,6.202778E-4,0.0014758334,213,6.202778E-4,0.0
ID00317,0.27985668,0.280456,5.993333E-4,0.0014247221,214,5.993333E-4,0.0
ID00397,0.27985668,0.2804657,6.09E-4,0.0014502777,215,6.09E-4,0.0
ID00376,0.27985668,0.2806284,7.7172223E-4,0.0018399999,217,7.7172223E-4,0.0
ID00010,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,225,2.8999999E-5,0.0
ID00297,0.27985668,0.28046408,6.073889E-4,0.0014502777,216,6.073889E-4,0.0
ID00367,0.27985668,0.28046247,6.057778E-4,0.0014438889,218,6.057778E-4,0.0
ID00363,0.27985668,0.28045923,6.025555E-4,0.0014375,219,6.025555E-4,0.0
ID00207,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,226,3.061111E-5,0.0
ID00396,0.27985668,0.28045762,6.0094445E-4,0.0014311111,220,6.0094445E-4,0.0
ID00132,0.27985668,0.2798889,3.2222222E-5,7.666666E-5,227,3.2222222E-5,0.0
ID00330,0.27985668,0.28044313,5.8644445E-4,0.0013927778,221,5.8644445E-4,0.0
ID00208,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,228,3.061111E-5,0.0
ID00303,0.27985668,0.28045118,5.945E-4,0.0014183333,222,5.945E-4,0.0
ID00153,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,229,2.8999999E-5,0.0
ID00271,0.27985668,0.28044957,5.9288886E-4,0.0014119444,223,5.9288886E-4,0.0
ID00404,0.27985668,0.28047213,6.1544444E-4,0.0014630555,224,6.1544444E-4,0.0
ID00098,0.27985668,0.2798873,3.061111E-5,7.666666E-5,230,3.061111E-5,0.0
ID00239,0.27985668,0.28042218,5.655E-4,0.0013480555,225,5.655E-4,0.0
ID00182,0.27985668,0.2798873,3.061111E-5,7.666666E-5,231,3.061111E-5,0.0
ID00141,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,232,3.061111E-5,0.0
ID00046,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,233,3.061111E-5,0.0
ID00436,0.27985668,0.2804544,5.977222E-4,0.0014247221,226,5.977222E-4,0.0
ID00202,0.27985668,0.2798873,3.061111E-5,7.666666E-5,234,3.061111E-5,0.0
ID00061,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,235,3.061111E-5,0.0
ID00361,0.27985668,0.28043184,5.7516666E-4,0.0013672222,227,5.7516666E-4,0.0
ID00190,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,236,2.8999999E-5,0.0
ID00145,0.27985668,0.2798873,3.061111E-5,7.666666E-5,237,3.061111E-5,0.0
ID00437,0.27985668,0.28044796,5.912778E-4,0.0014119444,228,5.912778E-4,0.0
ID00382,0.27985668,0.2805865,7.298333E-4,0.0017377777,229,7.298333E-4,0.0
ID00076,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,238,3.061111E-5,0.0
ID00081,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,239,3.061111E-5,0.0
ID00078,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,240,2.8999999E-5,0.0
ID00227,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,241,2.8999999E-5,0.0
ID00215,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,242,3.061111E-5,0.0
ID00187,0.27985668,0.27988407,2.7388889E-5,7.0277776E-5,243,2.7388889E-5,0.0
ID00218,0.27985668,0.2798873,3.061111E-5,7.666666E-5,244,3.061111E-5,0.0
ID00029,0.27985668,0.2798873,3.061111E-5,7.666666E-5,245,3.061111E-5,0.0
ID00170,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,246,3.061111E-5,0.0
ID00327,0.27985668,0.2803948,5.381111E-4,0.0012841666,230,5.381111E-4,0.0
ID00411,0.27985668,0.28043023,5.7355553E-4,0.0013672222,231,5.7355553E-4,0.0
ID00370,0.27985668,0.28040445,5.4777774E-4,0.0013033333,232,5.4777774E-4,0.0
ID00275,0.27985668,0.28040445,5.4777774E-4,0.0013033333,233,5.4777774E-4,0.0
ID00431,0.27985668,0.28042218,5.655E-4,0.0013480555,234,5.655E-4,0.0
ID00290,0.27985668,0.280398,5.4133334E-4,0.0012905556,235,5.4133334E-4,0.0
ID00017,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,247,3.061111E-5,0.0
ID00083,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,248,3.061111E-5,0.0
ID00419,0.27985668,0.28040123,5.4455554E-4,0.0012969445,236,5.4455554E-4,0.0
ID00374,0.27985668,0.28039318,5.365E-4,0.0012777777,237,5.365E-4,0.0
ID00102,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,249,2.8999999E-5,0.0
ID00307,0.27985668,0.28039157,5.348889E-4,0.0012777777,240,5.348889E-4,0.0
ID00310,0.27985668,0.28037706,5.203889E-4,0.0012394445,239,5.203889E-4,0.0
ID00305,0.27985668,0.28038996,5.3327775E-4,0.0012713888,238,5.3327775E-4,0.0
ID00016,0.27985668,0.2798873,3.061111E-5,7.666666E-5,250,3.061111E-5,0.0
ID00156,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,251,3.061111E-5,0.0
ID00456,0.27985668,0.28041092,5.542222E-4,0.0013225,241,5.542222E-4,0.0
ID00021,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,252,2.8999999E-5,0.0
ID00416,0.27985668,0.28039157,5.348889E-4,0.0012713888,243,5.348889E-4,0.0
ID00444,0.27985668,0.2803964,5.397222E-4,0.0012841666,242,5.397222E-4,0.0
ID00079,0.27985668,0.2798873,3.061111E-5,7.666666E-5,253,3.061111E-5,0.0
ID00447,0.27985668,0.28039318,5.365E-4,0.0012777777,244,5.365E-4,0.0
ID00258,0.27985668,0.2803658,5.091111E-4,0.0012138889,245,5.091111E-4,0.0
ID00178,0.27985668,0.2798873,3.061111E-5,7.666666E-5,254,3.061111E-5,0.0
ID00399,0.27985668,0.28037867,5.22E-4,0.0012458334,246,5.22E-4,0.0
ID00114,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,255,2.8999999E-5,0.0
ID00205,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,256,2.8999999E-5,0.0
ID00085,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,257,2.8999999E-5,0.0
ID00052,0.27985668,0.2798873,3.061111E-5,7.666666E-5,258,3.061111E-5,0.0
ID00115,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,259,3.061111E-5,0.0
ID00246,0.27985668,0.2803529,4.9622223E-4,0.0011819444,247,4.9622223E-4,0.0
ID00312,0.27985668,0.28035453,4.978333E-4,0.0011883333,248,4.978333E-4,0.0
ID00044,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,260,2.8999999E-5,0.0
ID00094,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,261,3.061111E-5,0.0
ID00331,0.27985668,0.28035128,4.946111E-4,0.0011755555,249,4.946111E-4,0.0
ID00210,0.27985668,0.2798873,3.061111E-5,7.666666E-5,262,3.061111E-5,0.0
ID00219,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,263,3.061111E-5,0.0
ID00385,0.27985668,0.2805237,6.67E-4,0.0015844444,251,6.67E-4,0.0
ID00245,0.27985668,0.28034323,4.8655554E-4,0.0011627778,250,4.8655554E-4,0.0
ID00250,0.27985668,0.28034323,4.8655554E-4,0.0011627778,252,4.8655554E-4,0.0
ID00308,0.27985668,0.28034163,4.8494444E-4,0.0011563889,253,4.8494444E-4,0.0
ID00116,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,264,2.8999999E-5,0.0
ID00407,0.27985668,0.28037545,5.1877776E-4,0.0012330555,254,5.1877776E-4,0.0
ID00043,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,265,2.8999999E-5,0.0
ID00118,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,266,3.061111E-5,0.0
ID00343,0.27985668,0.28033036,4.7366667E-4,0.0011308333,255,4.7366667E-4,0.0
ID00434,0.27985668,0.280369,5.1233335E-4,0.0012202777,256,5.1233335E-4,0.0
ID00314,0.27985668,0.28032875,4.7205554E-4,0.0011244444,257,4.7205554E-4,0.0
ID00344,0.27985668,0.28034645,4.8977777E-4,0.0011627778,259,4.8977777E-4,0.0
ID00281,0.27985668,0.28034002,4.8333334E-4,0.00115,258,4.8333334E-4,0.0
ID00273,0.27985668,0.2803384,4.817222E-4,0.00115,260,4.817222E-4,0.0
ID00198,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,267,2.8999999E-5,0.0
ID00093,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,268,3.061111E-5,0.0
ID00323,0.27985668,0.28032228,4.656111E-4,0.0011116667,261,4.656111E-4,0.0
ID00439,0.27985668,0.28035775,5.0105556E-4,0.0011947223,262,5.0105556E-4,0.0
ID00448,0.27985668,0.28034323,4.8655554E-4,0.0011563889,263,4.8655554E-4,0.0
ID00224,0.27985668,0.2798873,3.061111E-5,7.666666E-5,269,3.061111E-5,0.0
ID00073,0.27985668,0.2798873,3.061111E-5,7.666666E-5,270,3.061111E-5,0.0
ID00216,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,271,3.061111E-5,0.0
ID00050,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,272,2.8999999E-5,0.0
ID00345,0.27985668,0.28033197,4.7527777E-4,0.0011308333,264,4.7527777E-4,0.0
ID00143,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,273,2.8999999E-5,0.0
ID00103,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,274,2.8999999E-5,0.0
ID00128,0.27985668,0.2798873,3.061111E-5,7.666666E-5,275,3.061111E-5,0.0
ID00272,0.27985668,0.28032067,4.6399998E-4,0.0011052778,265,4.6399998E-4,0.0
ID00347,0.27985668,0.28032228,4.656111E-4,0.0011116667,266,4.656111E-4,0.0
ID00165,0.27985668,0.2798873,3.061111E-5,7.666666E-5,276,3.061111E-5,0.0
ID00060,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,277,3.061111E-5,0.0
ID00023,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,278,3.061111E-5,0.0
ID00427,0.27985668,0.28048986,6.3316664E-4,0.0015077777,267,6.3316664E-4,0.0
ID00322,0.27985668,0.2802949,4.3822223E-4,0.0010477777,268,4.3822223E-4,0.0
ID00453,0.27985668,0.28033358,4.7688888E-4,0.0011372222,269,4.7688888E-4,0.0
ID00015,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,279,2.8999999E-5,0.0
ID00279,0.27985668,0.2802981,4.4144443E-4,0.0010477777,272,4.4144443E-4,0.0
ID00302,0.27985668,0.2802981,4.4144443E-4,0.0010477777,270,4.4144443E-4,0.0
ID00445,0.27985668,0.2803078,4.5111112E-4,0.0010733333,271,4.5111112E-4,0.0
ID00372,0.27985668,0.2802949,4.3822223E-4,0.0010413888,273,4.3822223E-4,0.0
ID00332,0.27985668,0.2802804,4.237222E-4,0.0010094445,274,4.237222E-4,0.0
ID00357,0.27985668,0.2802981,4.4144443E-4,0.0010477777,275,4.4144443E-4,0.0
ID00154,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,280,2.8999999E-5,0.0
ID00100,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,281,2.8999999E-5,0.0
ID00151,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,282,3.061111E-5,0.0
ID00394,0.27985668,0.2802804,4.237222E-4,0.0010094445,276,4.237222E-4,0.0
ID00252,0.27985668,0.2802659,4.092222E-4,9.711111E-4,278,4.092222E-4,0.0
ID00289,0.27985668,0.2802804,4.237222E-4,0.0010094445,277,4.237222E-4,0.0
ID00012,0.27985668,0.2798873,3.061111E-5,7.666666E-5,283,3.061111E-5,0.0
ID00041,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,284,2.8999999E-5,0.0
ID00244,0.27985668,0.28025463,3.9794444E-4,9.455555E-4,279,3.9794444E-4,0.0
ID00184,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,285,2.8999999E-5,0.0
ID00225,0.27985668,0.2798873,3.061111E-5,7.666666E-5,286,3.061111E-5,0.0
ID00054,0.27985668,0.2798873,3.061111E-5,7.666666E-5,287,3.061111E-5,0.0
ID00155,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,288,3.061111E-5,0.0
ID00383,0.27985668,0.2804238,5.671111E-4,0.0013480555,280,5.671111E-4,0.0
ID00329,0.27985668,0.28024656,3.8988888E-4,9.263889E-4,281,3.8988888E-4,0.0
ID00380,0.27985668,0.28042057,5.6388887E-4,0.0013416667,282,5.6388887E-4,0.0
ID00270,0.27985668,0.2802482,3.9149998E-4,9.3277777E-4,284,3.9149998E-4,0.0
ID00241,0.27985668,0.28023368,3.77E-4,8.944444E-4,283,3.77E-4,0.0
ID00413,0.27985668,0.28024495,3.8827778E-4,9.263889E-4,285,3.8827778E-4,0.0
ID00454,0.27985668,0.28027073,4.1405554E-4,9.902777E-4,286,4.1405554E-4,0.0
ID00283,0.27985668,0.28023368,3.77E-4,9.0083334E-4,287,3.77E-4,0.0
ID00384,0.27985668,0.2803948,5.381111E-4,0.0012841666,288,5.381111E-4,0.0
ID00193,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,289,3.061111E-5,0.0
ID00422,0.27985668,0.28035936,5.0266663E-4,0.0012011111,289,5.0266663E-4,0.0
ID00150,0.27985668,0.2798873,3.061111E-5,7.666666E-5,290,3.061111E-5,0.0
ID00197,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,291,2.8999999E-5,0.0
ID00379,0.27985668,0.2802659,4.092222E-4,9.711111E-4,290,4.092222E-4,0.0
ID00196,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,292,2.8999999E-5,0.0
ID00426,0.27985668,0.28026268,4.06E-4,9.711111E-4,291,4.06E-4,0.0
ID00425,0.27985668,0.28024656,3.8988888E-4,9.263889E-4,292,3.8988888E-4,0.0
ID00458,0.27985668,0.27986634,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00460,0.27985668,0.27986634,9.666666E-6,2.5555555E-5,12,1.2888889E-5,3.2222224E-6
ID00503,0.27985346,0.27986312,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00577,0.27985346,0.27986312,9.666666E-6,2.5555555E-5,12,1.2888889E-5,3.2222224E-6
ID00464,0.27985024,0.2798599,9.666666E-6,2.5555555E-5,201,9.666666E-6,0.0
ID00462,0.27985024,0.2798599,9.666666E-6,2.5555555E-5,161,9.666666E-6,0.0
ID00459,0.27985024,0.2798599,9.666666E-6,2.5555555E-5,113,1.2888889E-5,3.2222224E-6
ID00754,0.27984703,0.28095868,0.0011116667,0.002645,27,0.0015402222,4.2855553E-4
ID00588,0.27941847,0.27942812,9.666666E-6,2.5555555E-5,12,1.2888889E-5,3.2222224E-6
ID00828,0.27941525,0.2805253,0.0011100555,0.002645,12,0.001537,4.2694446E-4
ID00466,0.2789883,0.27899796,9.666666E-6,2.5555555E-5,137,1.2888889E-5,3.2222224E-6
ID00461,0.27898508,0.27899474,9.666666E-6,2.5555555E-5,125,1.2888889E-5,3.2222224E-6
ID00513,0.27898186,0.27899152,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00644,0.27898186,0.27899152,9.666666E-6,2.5555555E-5,201,9.666666E-6,0.0
ID00526,0.27898186,0.27899152,9.666666E-6,2.5555555E-5,113,1.2888889E-5,3.2222224E-6
ID00611,0.27897865,0.2789867,8.055556E-6,1.9166666E-5,161,8.055556E-6,0.0
ID00613,0.27897865,0.2789883,9.666666E-6,2.5555555E-5,254,9.666666E-6,0.0
ID00839,0.27897865,0.28008226,0.0011036111,0.0026258333,87,0.0015273333,4.237222E-4
ID00469,0.27855492,0.27856457,9.666666E-6,2.5555555E-5,191,9.666666E-6,0.0
ID00486,0.27855492,0.27856457,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00668,0.27855492,0.27856296,8.055556E-6,1.9166666E-5,137,1.2888889E-5,4.833333E-6
ID00608,0.2785501,0.27855974,9.666666E-6,2.5555555E-5,125,1.6111111E-5,6.444445E-6
ID00764,0.27854365,0.27964404,0.0011003888,0.0026194444,86,0.0015241111,4.2372232E-4
ID00508,0.27811992,0.27812958,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00862,0.27811992,0.2792171,0.0010971667,0.0026130555,100,0.0015208889,4.237222E-4
ID00895,0.2776962,0.27879336,0.0010971667,0.0026130555,114,0.0015208889,4.237222E-4
ID00777,0.27727246,0.27836964,0.0010971667,0.0026130555,113,0.0015176666,4.2049994E-4
ID00864,0.27685195,0.27794752,0.0010955555,0.0026066666,119,0.0015176666,4.2211113E-4
ID00691,0.27642983,0.2764395,9.666666E-6,2.5555555E-5,191,9.666666E-6,0.0
ID00579,0.27642983,0.27643788,8.055556E-6,1.9166666E-5,5,8.055556E-6,0.0
ID00919,0.27642983,0.27752218,0.0010923333,0.0026002778,137,0.0015144445,4.2211113E-4
ID00737,0.2760077,0.27710006,0.0010923333,0.0026002778,58,0.0015112222,4.1888887E-4
ID00474,0.2755888,0.27559847,9.666666E-6,2.5555555E-5,183,9.666666E-6,0.0
ID00859,0.2755888,0.27667955,0.0010907222,0.0026002778,125,0.0015112222,4.2050006E-4
ID00759,0.2751683,0.27625903,0.0010907222,0.002593889,48,0.0015112222,4.2050006E-4
ID00475,0.2747478,0.27475744,9.666666E-6,2.5555555E-5,189,9.666666E-6,0.0
ID00468,0.2747478,0.27475584,8.055556E-6,1.9166666E-5,196,8.055556E-6,0.0
ID00465,0.2747478,0.27475744,9.666666E-6,2.5555555E-5,231,9.666666E-6,0.0
ID00942,0.2747478,0.27583367,0.0010858888,0.0025875,34,0.0015047778,4.18889E-4
ID00830,0.2743289,0.27541476,0.0010858888,0.0025875,142,0.0015047778,4.18889E-4
ID00723,0.27391,0.27391964,9.666666E-6,2.5555555E-5,183,9.666666E-6,0.0
ID00683,0.27391,0.27391803,8.055556E-6,1.9166666E-5,196,8.055556E-6,0.0
ID00471,0.27391,0.27391964,9.666666E-6,2.5555555E-5,61,1.2888889E-5,3.2222224E-6
ID00726,0.27390677,0.2739148,8.055556E-6,1.9166666E-5,189,8.055556E-6,0.0
ID00650,0.27390677,0.27391642,9.666666E-6,2.5555555E-5,231,9.666666E-6,0.0
ID00664,0.27390677,0.27391642,9.666666E-6,2.5555555E-5,194,9.666666E-6,0.0
ID00639,0.27390677,0.27391642,9.666666E-6,2.5555555E-5,201,9.666666E-6,0.0
ID00556,0.27390677,0.2739148,8.055556E-6,1.9166666E-5,5,8.055556E-6,0.0
ID00974,0.27390677,0.27497977,0.001073,0.0025555554,46,0.0014854444,4.1244435E-4
ID00934,0.27349433,0.27456734,0.001073,0.0025555554,59,0.0014854444,4.1244435E-4
ID00977,0.2730819,0.2741549,0.001073,0.0025555554,41,0.0014854444,4.1244435E-4
ID00709,0.27266946,0.2726775,8.055556E-6,1.9166666E-5,61,1.2888889E-5,4.833333E-6
ID00614,0.27266464,0.2726743,9.666666E-6,2.5555555E-5,161,9.666666E-6,0.0
ID00901,0.27266464,0.27373603,0.0010713888,0.0025491666,18,0.0014854444,4.1405554E-4
ID00915,0.2722506,0.27332038,0.0010697778,0.0025491666,89,0.0014822222,4.1244447E-4
ID00890,0.27183816,0.27290633,0.0010681667,0.0025427777,68,0.001479,4.1083328E-4
ID00807,0.27142733,0.2724955,0.0010681667,0.0025427777,78,0.001479,4.1083328E-4
ID00960,0.2710165,0.27208146,0.0010649444,0.0025363888,61,0.0014757777,4.1083328E-4
ID00865,0.27060568,0.2716674,0.0010617222,0.00253,57,0.0014693333,4.0761114E-4
ID00642,0.27019808,0.27020773,9.666666E-6,2.5555555E-5,201,9.666666E-6,0.0
ID00539,0.27019808,0.27020773,9.666666E-6,2.5555555E-5,194,9.666666E-6,0.0
ID00545,0.27019808,0.27020773,9.666666E-6,2.5555555E-5,15,9.666666E-6,0.0
ID00893,0.27019808,0.27125013,0.0010520555,0.0025044444,17,0.0014564444,4.0438888E-4
ID00790,0.2697937,0.2708409,0.0010472222,0.0024916667,29,0.00145,4.027778E-4
ID00796,0.2693909,0.27043653,0.0010456111,0.0024916667,117,0.0014467777,4.0116662E-4
ID00655,0.26898974,0.2689994,9.666666E-6,2.5555555E-5,231,9.666666E-6,0.0
ID00515,0.26898974,0.2689994,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00558,0.26898974,0.2689994,9.666666E-6,2.5555555E-5,53,9.666666E-6,0.0
ID00472,0.26898974,0.2689978,8.055556E-6,1.9166666E-5,269,8.055556E-6,0.0
ID00573,0.26898974,0.2689978,8.055556E-6,1.9166666E-5,101,8.055556E-6,0.0
ID00906,0.26898974,0.27002406,0.0010343334,0.002466111,73,0.0014338889,3.9955555E-4
ID00766,0.26859018,0.2696229,0.0010327222,0.002459722,19,0.0014306667,3.9794447E-4
ID00809,0.26819223,0.26922333,0.0010311111,0.0024533332,32,0.0014274444,3.963333E-4
ID00718,0.2677959,0.26780555,9.666666E-6,2.5555555E-5,269,9.666666E-6,0.0
ID00824,0.2677959,0.26882377,0.0010278889,0.0024469444,139,0.0014242223,3.963334E-4
ID00586,0.26739955,0.2674092,9.666666E-6,2.5555555E-5,275,9.666666E-6,0.0
ID00969,0.26739955,0.2684226,0.0010230555,0.0024341666,124,0.0014177777,3.947222E-4
ID00837,0.26700482,0.26802304,0.0010182222,0.0024213889,97,0.0014113333,3.9311114E-4
ID00505,0.2666117,0.26661974,8.055556E-6,1.9166666E-5,252,8.055556E-6,0.0
ID00689,0.2666117,0.26662135,9.666666E-6,2.5555555E-5,191,9.666666E-6,0.0
ID00651,0.2666117,0.26661974,8.055556E-6,1.9166666E-5,231,8.055556E-6,0.0
ID00756,0.2666117,0.26762187,0.0010101666,0.0024022222,83,0.0013984444,3.882778E-4
ID00618,0.26622343,0.2662331,9.666666E-6,2.5555555E-5,161,9.666666E-6,0.0
ID00902,0.26622343,0.26722714,0.0010037222,0.0023894445,39,0.0013887777,3.8505555E-4
ID00940,0.26583838,0.2668405,0.0010021111,0.0023894445,126,0.0013887777,3.8666662E-4
ID00547,0.26545173,0.2654614,9.666666E-6,2.5555555E-5,53,9.666666E-6,0.0
ID00570,0.26545173,0.2654614,9.666666E-6,2.5555555E-5,108,9.666666E-6,0.0
ID00531,0.26545173,0.2654614,9.666666E-6,2.5555555E-5,101,9.666666E-6,0.0
ID00869,0.26545173,0.266449,9.972778E-4,0.0023702777,16,0.0013791111,3.818333E-4
ID00711,0.2650699,0.26507956,9.666666E-6,2.5555555E-5,261,9.666666E-6,0.0
ID00798,0.2650699,0.26606074,9.908333E-4,0.0023575,14,0.0013726667,3.818334E-4
ID00604,0.26468807,0.26469773,9.666666E-6,2.5555555E-5,275,9.666666E-6,0.0
ID00494,0.26468807,0.26469773,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00821,0.26468807,0.2656789,9.908333E-4,0.0023575,21,0.0013726667,3.818334E-4
ID00782,0.26430625,0.26529548,9.892222E-4,0.0023575,112,0.0013694444,3.8022222E-4
ID00560,0.26392603,0.2639357,9.666666E-6,2.5555555E-5,261,9.666666E-6,0.0
ID00477,0.26392603,0.2639357,9.666666E-6,2.5555555E-5,189,9.666666E-6,0.0
ID00962,0.26392603,0.26491204,9.859999E-4,0.0023447222,98,0.0013662222,3.8022222E-4
ID00855,0.2635458,0.2645302,9.843889E-4,0.0023447222,107,0.001363,3.7861115E-4
ID00745,0.2631672,0.26415,9.827778E-4,0.0023383333,136,0.0013597778,3.7699996E-4
ID00619,0.2627902,0.26279825,8.055556E-6,1.9166666E-5,161,8.055556E-6,0.0
ID00661,0.2627902,0.26279825,8.055556E-6,1.9166666E-5,164,8.055556E-6,0.0
ID00811,0.2627902,0.26376814,9.779445E-4,0.0023319444,128,0.0013565555,3.7861103E-4
ID00728,0.2624116,0.26241964,8.055556E-6,1.9166666E-5,189,8.055556E-6,0.0
ID00597,0.2624116,0.26242125,9.666666E-6,2.5555555E-5,108,9.666666E-6,0.0
ID00870,0.2624116,0.2633847,9.731111E-4,0.0023191667,122,0.0013468888,3.7377776E-4
ID00470,0.2620378,0.26204747,9.666666E-6,2.5555555E-5,115,1.2888889E-5,3.2222224E-6
ID00912,0.2620346,0.2630061,9.715E-4,0.0023127778,85,0.0013468888,3.7538883E-4
ID00706,0.2616592,0.26166886,9.666666E-6,2.5555555E-5,81,9.666666E-6,0.0
ID00979,0.2616592,0.2626291,9.698889E-4,0.0023127778,189,9.698889E-4,0.0
ID00692,0.2616592,0.26166725,8.055556E-6,1.9166666E-5,191,8.055556E-6,0.0
ID00848,0.2616592,0.26262587,9.666667E-4,0.0023,63,0.0013372222,3.705555E-4
ID00705,0.26128864,0.2612983,9.666666E-6,2.5555555E-5,115,1.2888889E-5,3.2222224E-6
ID00957,0.26128542,0.26224726,9.6183334E-4,0.0022936112,81,9.6183334E-4,0.0
ID00684,0.26128542,0.26129508,9.666666E-6,2.5555555E-5,196,9.666666E-6,0.0
ID00943,0.26128542,0.26224566,9.602222E-4,0.002287222,1,0.0013275555,3.673333E-4
ID00518,0.26091808,0.26092774,9.666666E-6,2.5555555E-5,261,9.666666E-6,0.0
ID00528,0.26091808,0.26092774,9.666666E-6,2.5555555E-5,164,9.666666E-6,0.0
ID00956,0.26091808,0.2618751,9.57E-4,0.0022744443,115,0.0013243334,3.6733336E-4
ID00935,0.26055074,0.2615029,9.521667E-4,0.0022680555,96,0.0013211111,3.6894443E-4
ID00463,0.26018178,0.26019144,9.666666E-6,2.5555555E-5,290,9.666666E-6,0.0
ID00769,0.26018178,0.26113233,9.5055555E-4,0.0022616666,47,0.0013146667,3.6411115E-4
